Player,year,grupos,x,y
Silas,21,3,1.8527172990808016,4.225090143832287
R. Sallai,21,3,0.43020264407336517,3.5300011089932357
L. Jović,21,5,-1.5828354783281657,6.05556232823258
L. Barreiro,21,1,-1.7442596646441766,-0.7824463718731045
A. Pléa,21,3,1.8939527529805105,2.8724576860163054
S. Posch,21,2,-0.4284272047486446,-4.422629953453161
J. Ryerson,21,4,1.716923754739224,-0.385435578719444
M. Reus,21,3,1.7726814416394956,3.9740765292825864
R. Skov,21,3,2.6069060322492907,2.48220464322173
A. Kramarić,21,3,2.342557595051749,4.133433854821255
J. Mateta,21,5,-1.1277461981512555,5.849705839306994
E. Forsberg,21,3,0.7762403433731423,3.0063291764624243
M. Wolf,21,4,2.7089624105153645,0.8037218509921089
K. Demirbay,21,1,1.349834171620246,-2.5815130033698495
R. Oxford,21,2,-3.8225348833907136,-5.821627452188378
S. Bornauw,21,2,-3.9961667337777182,-5.637341711393544
K. Piątek,21,5,-2.3898399892974735,5.1291188549718925
M. Eggestein,21,1,0.12407486585367719,-1.4281109646959331
R. Khedira,21,1,-1.2002946614022445,-0.8126330068559005
M. Gregoritsch,21,5,-1.582351447676431,5.292725646340004
F. Grillitsch,21,1,0.3740618259591477,-3.2120891450348936
G. Prömel,21,1,-0.8401379723498225,-0.18804026883042654
J. Brekalo,21,3,1.6970952032903028,3.06293375134175
J. Thielmann,21,3,0.4708774779224534,1.5566338635835997
M. Rashica,21,3,2.0914563408811673,3.809750688006444
I. Jakobs,21,4,2.825756195123657,1.5295900104088769
I. Bebou,21,5,-0.06843372913741175,4.700366339228287
Y. Gerhardt,21,3,-0.09805010734057318,2.2227158890062455
M. Hummels,21,2,-0.9621264446950945,-5.960962795426884
T. Meunier,21,4,3.8027478009345725,0.7994427431792908
W. Endo,21,1,0.10502031540801976,-2.0920784161649872
V. Lazaro,21,4,1.8204824312059533,0.870048030284315
Paulo Otávio,21,4,3.3222281038070056,0.2733626040091787
M. Friedl,21,2,-1.1487510855966487,-4.850396513903686
S. Serdar,21,3,-0.4005035466758333,1.561519141158075
M. Richter,21,3,1.600600746343079,2.6494131684523388
N. Amiri,21,3,1.3996315308513618,1.6735250588405068
R. Vargas,21,3,0.6573763961727217,2.6416286561182667
