ID,Player,Team,Minutes played,league_id
5122,T. Baldanzi,Empoli,1736,135
5123,N. Cambiaghi,Empoli,999,135
5124,L. Banda,Lecce,1560,135
5125,Pedro,Lazio,1834,135
5126,E. Gyasi,Spezia,2621,135
5127,D. Lazović,Hellas Verona,2117,135
5128,F. Đuričić,Sampdoria,2045,135
5129,A. Colpani,Monza,962,135
5130,G. Bonaventura,Fiorentina,2018,135
5131,M. Léris,Sampdoria,2375,135
5132,T. Arslan,Udinese,1146,135
5133,R. Saponara,Fiorentina,1160,135
5134,Y. Kallon,Hellas Verona,963,135
5135,F. Di Francesco,Lecce,1967,135
5136,C. Buonaiuto,Cremonese,964,135
5244,L. Goretzka,Bayern München,1704,78
5245,D. Kamada,Eintracht Frankfurt,2136,78
5246,K. Laimer,RB Leipzig,1309,78
5247,R. Bensebaini,Borussia M'gladbach,2465,78
5248,D. Raum,RB Leipzig,1765,78
5249,Raphaël Guerreiro,Borussia Dortmund,2230,78
5250,B. Sosa,Stuttgart,1921,78
5251,Angeliño,Hoffenheim,2557,78
5252,R. Baku,Wolfsburg,2490,78
5253,J. Scally,Borussia M'gladbach,2355,78
5254,N. Ahamada,Crystal Palace,1486,78
5255,C. Günter,Freiburg,2827,78
5256,A. Knauff,Eintracht Frankfurt,1346,78
5257,J. Ryerson,Borussia Dortmund,2352,78
5258,M. Bakker,Bayer Leverkusen,1533,78
5259,J. Juranović,Union Berlin,975,78
5260,M. Wolf,Borussia Dortmund,1449,78
5261,A. Caci,Mainz 05,1992,78
5262,Aarón Martín,Mainz 05,1822,78
5263,Paulo Otávio,Wolfsburg,2180,78
5264,Aurélio Buta,Eintracht Frankfurt,1148,78
5265,Iago,Augsburg,1734,78
5266,M. Weiser,Werder Bremen,2563,78
5267,S. Widmer,Mainz 05,1807,78
5268,C. Lenz,Eintracht Frankfurt,1200,78
5269,P. Kadeřábek,Hoffenheim,1818,78
5270,F. Kainz,Köln,2237,78
5271,M. Halstenberg,RB Leipzig,1497,78
5272,J. Kenny,Hertha BSC,2130,78
5273,J. Hector,Köln,2739,78
5274,R. Gumny,Augsburg,2123,78
5275,B. Schmitz,Köln,2425,78
5276,L. Kübler,Freiburg,1662,78
5277,F. Jensen,Augsburg,1015,78
5278,T. Ouwejan,Schalke 04,944,78
5279,C. Brunner,Schalke 04,2229,78
5280,M. Pedersen,Augsburg,1741,78
5281,D. da Costa,Mainz 05,1146,78
5282,M. Plattenhardt,Hertha BSC,2448,78
5283,N. Gießelmann,Union Berlin,1400,78
5284,K. Stafylidis,Bochum,1089,78
5285,A. Jung,Werder Bremen,2566,78
5286,K. Schindler,Köln,1088,78
5287,S. Janko,Bochum,943,78
5288,C. Trimmel,Union Berlin,1685,78
5289,C. Gamboa,Bochum,1553,78
5397,S. Berghuis,Ajax,2239,88
5398,M. Kerkez,AZ,2554,88
5399,O.  Wijndal,Ajax,1199,88
5400,D. Rensch,Ajax,1869,88
5401,P. Max,Eintracht Frankfurt,1080,88
5402,J. Teze,PSV,2121,88
5403,J. Sánchez,Ajax,1208,88
5404,Y. Sugawara,AZ,2357,88
5405,M. van Ewijk,Heerenveen,3015,88
5406,C. Bozdogan,Utrecht,1407,88
5407,G. Smal,Twente,2923,88
5408,P. van Aanholt,PSV,1026,88
5409,P. Mwene,PSV,1602,88
5410,J. Brenet,Twente,2432,88
5411,S. Klaiber,Utrecht,2176,88
5412,K. Bistrović,Fortuna Sittard,1230,88
5413,J. Hove,Groningen,1325,88
5414,M. Wittek,Vitesse,2631,88
5415,C. Arcus,Vitesse,2545,88
5416,M. Köhlert,Heerenveen,2588,88
5417,O. Özyakup,Fortuna Sittard,1666,88
5418,S. El Karouani,NEC,2808,88
5419,B. van Rooij,NEC,2931,88
5420,A. Bangura,Cambuur,2451,88
5421,G. Cox,Fortuna Sittard,2150,88
5422,Mica Pinto,Sparta Rotterdam,2865,88
5423,R. Vita,Fortuna Sittard,1166,88
5424,L. Bernadou,Emmen,1913,88
5425,S. Sambo,Sparta Rotterdam,2260,88
5426,D. Murkin,Volendam,2813,88
5427,J. Lelieveld,RKC Waalwijk,2649,88
5428,B. Kuipers,Go Ahead Eagles,1797,88
5429,I. Määttä,Groningen,2644,88
5430,S. van Wermeskerken,Cambuur,1647,88
5431,T. Lutonda,RKC Waalwijk,2408,88
5432,R. Oratmangoen,Groningen,1182,88
5433,M. Paulissen,Cambuur,1992,88
5434,Ivo Pinto,Fortuna Sittard,2210,88
5435,N. Tjoe-A-On,Excelsior,2235,88
5436,S. Horemans,Excelsior,2892,88
5437,M. Bouchouari,Emmen,1745,88
5438,M. Deijl,Go Ahead Eagles,2759,88
5439,L. Burnet,Emmen,1311,88
5440,Q. Hartman,Feyenoord,1525,88
5511,E. Alaffita,Pumas UNAM,1504,263
5512,A. Hernández,Dorados,1666,263
5513,J. Rodríguez,Mineros de Zacatecas,1749,263
5514,R. González,Atlante,3272,263
5515,F. Ramírez,Atlante,2469,263
5516,D. Rosales,Pumas Tabasco,2736,263
5517,U. Torres,Universidad Guadalajara,3218,263
5518,E. Jaramillo,Universidad Guadalajara,2411,263
5519,C. González,Necaxa,3067,263
5520,J. Gómez,Alebrijes de Oaxaca,2850,263
5521,U. Zurita,CA La Paz,1597,263
5522,J. Vega,Venados,2907,263
5523,R. Peña,Celaya,3415,263
5524,J. Celaya,Celaya,2013,263
5525,J. Pineda,Correcaminos UAT,3217,263
5526,D. Aguilar,Celaya,3272,263
5527,R. Mendoza,CA La Paz,1011,263
5528,J. Vega,Dorados,1948,263
5529,K. Magaña,Mineros de Zacatecas,1220,263
5530,F. Monarrez,Chihuahua FC,1005,263
5531,M. Gómez,Tapatío,3052,263
5532,D. Parra,Monterrey,1902,263
5533,A. Luna,Venados,3108,263
5534,D. Cisneros,Cimarrones de Sonora,1458,263
5535,E. Santos,Alebrijes de Oaxaca,1742,263
5536,H. Sandoval,CA La Paz,1950,263
5537,M. Benítez,CA La Paz,2494,263
5538,O. Botello,Monterrey U20,1412,263
5539,M. Galván,Atlante,1103,263
5540,D. Cruz,Atlante,1692,263
5541,O. De La Cruz,Tepatitlán de Morelos,2209,263
5542,F. Tede Pérez,Correcaminos UAT,1562,263
5543,F. Reyes,Atlante,3575,263
5544,J. Rangel,Tlaxcala,1722,263
5545,W. Ortega,Cancún,2294,263
5546,D. Navarro,Celaya,2770,263
5547,M. Lozano,Tlaxcala,1411,263
5548,E. Reyes,Chihuahua FC,929,263
5549,M. Reyes,Cancún,1019,263
5550,J. Zamudio,Tlaxcala,1880,263
5551,H. Vázquez,Cimarrones de Sonora,1685,263
5552,S. Rodríguez,Raya2,2779,263
5553,A. Torres,Guadalajara,3558,673
5554,D. Godínez,Guadalajara,3532,673
5555,L. Mercado,Tigres UANL,3361,673
5556,M. Sainz,Puebla,3310,673
5557,N. Hernandez,América,3017,673
5558,K. Luna,América,3003,673
5559,Y. Madrid López,Pachuca,2973,673
5560,R. Zavaleta,Toluca,2944,673
5561,B. Quintos,Pumas UNAM,2861,673
5562,N. Hernández,Atlas,2826,673
5563,S. Enciso,América,2636,673
5564,N. Villarreal,Tigres UANL,2618,673
5565,M. Sanchez,FC Juárez,2613,673
5566,L. Rodriguez,León,2591,673
5567,S. Gutiérrez,FC Juárez,2587,673
5568,K. Bernal,Monterrey,2561,673
5569,A. Ramírez,Santos Laguna,2558,673
5570,I. Romero,Pachuca,2539,673
5571,D. Monroy,Cruz Azul,2463,673
5572,S. Cortés,Pachuca,2390,673
5573,J. Gutiérrez,Tigres UANL,2346,673
5574,X. Rios,Cruz Azul,2314,673
5575,L. Rodríguez,Toluca,2239,673
5576,A. Rodriguez,Tigres UANL,2195,673
5577,K. Martínez,Guadalajara,2156,673
5578,A. García,Cruz Azul,2048,673
5579,L. Rodríguez,Monterrey,2020,673
5580,Laura Parra,Atlético de San Luis,1992,673
5581,S. Simental,Monterrey,1877,673
5582,I. Najar,Puebla,1811,673
5583,E. Carmona,Cruz Azul,1805,673
5584,I. Esquivias,León,1718,673
5585,B. Sierra,Tigres UANL,1668,673
5586,D. Cruz,Atlas,1616,673
5587,K. Abud,FC Juárez,1605,673
5588,I. Tenahua,Puebla,1600,673
5589,D. Alvarado,Querétaro,1589,673
5590,K. Estrada,Santos Laguna,1360,673
5591,E. Bautista,FC Juárez,1265,673
5592,S. Figueroa,NA,1213,673
5593,A. Calderón,Monterrey,1140,673
5594,M. Flores,NA,1096,673
5595,B. García,Puebla,1024,673
5596,Susana Romero,NA,971,673
5597,L. Rodríguez,Pumas UNAM,932,673
5732,F. Mendy,Real Madrid,1228,140
5733,José Gayá,Valencia,2484,140
5734,N. Molina,Atlético Madrid,2611,140
5735,Á. Lopera,Aston Villa,1491,140
5736,Arnau Martínez,Girona,2502,140
5737,Daniel Carvajal,Real Madrid,1722,140
5738,Alex Telles,Sevilla,1277,140
5739,M. Acuña,Sevilla,1867,140
5740,G. Montiel,Sevilla,1370,140
5741,Thierry Correia,Valencia,1937,140
5742,Javi Galán,Celta de Vigo,3040,140
5743,Andoni Gorosabel,Real Sociedad,1501,140
5744,Fran García,Rayo Vallecano,3255,140
5745,Óscar Rodríguez,Celta de Vigo,1565,140
5746,Manu Sánchez,Osasuna,1831,140
5747,Sergio Akieme,Almería,2393,140
5748,Lucas Vázquez,Real Madrid,978,140
5749,Óliver Torres,Sevilla,2043,140
5750,Miguel Gutiérrez,Girona,2212,140
5751,Pablo Maffeo,Mallorca,2773,140
5752,L. Robertone,Almería,2625,140
5753,Sergi Roberto,Barcelona,1157,140
5754,Brian Oliván,Espanyol,2180,140
5755,Aihen Muñoz,Real Sociedad,1623,140
5756,Nacho Vidal,Osasuna,1368,140
5757,Jordi Alba,Barcelona,1313,140
5758,Y. Sabaly,Real Betis,1501,140
5759,Aitor Ruibal,Real Betis,1469,140
5760,Juan Miranda,Real Betis,1294,140
5761,J. Mojica,Villarreal,1005,140
5762,Portu,Getafe,1697,140
5763,Kike Pérez,Real Valladolid,2282,140
5764,Iván Balliu,Rayo Vallecano,3075,140
5765,A. Espino,Cádiz,2967,140
5766,Hugo Mallo,Celta de Vigo,2066,140
5767,Juan Iglesias,Getafe,2085,140
5768,Óscar Mingueza,Celta de Vigo,1248,140
5769,Alejandro Pozo,Almería,1597,140
5770,Óscar Gil,Espanyol,2370,140
5771,Diego Rico,Real Sociedad,1595,140
5772,Íñigo Lekue,Athletic Bilbao,1356,140
5773,Jesús Navas,Sevilla,1992,140
5774,D. Foulquier,Valencia,1723,140
5775,F. Cervi,Celta de Vigo,1892,140
5776,Kiko Femenía,Villarreal,1069,140
5777,H. Mendes,Almería,953,140
5778,L. Olaza,Real Valladolid,1336,140
5779,Javi Hernández,Girona,1131,140
5780,Toni Lato,Valencia,928,140
5781,Juan Cruz,Osasuna,2119,140
5782,Rubén Peña,Osasuna,922,140
5783,G. González,Mallorca,961,140
5784,Yuri Berchiche,Athletic Bilbao,2114,140
5785,Carlos Clerc,Elche,2463,140
5786,Aleix Vidal,Espanyol,1086,140
5787,Antonio Sánchez,Mallorca,1121,140
5788,Óscar de Marcos,Athletic Bilbao,2611,140
5789,Luis Pérez,Real Valladolid,1266,140
5790,D. Suárez,Getafe,1740,140
5791,Iza Carcelén,Cádiz,1955,140
5792,H. Palacios,Elche,1999,140
5793,Jaume Costa,Mallorca,2501,140
5794,Iván Fresneda,Real Valladolid,1770,140
5896,F. Gorriarán,Tigres UANL,3103,262
5897,K. Álvarez,Pachuca,3731,262
5898,J. Angulo,Tigres UANL,3619,262
5899,O. Campos,Santos Laguna,3736,262
5900,E. Aguirre,Monterrey,1919,262
5901,M. Isais,Pachuca,3517,262
5902,J. Gallardo,Monterrey,3272,262
5903,I. Rivero,Cruz Azul,3339,262
5904,E. Lara,América,2487,262
5905,S. Reyes,América,1746,262
5906,S. Medina,Monterrey,3544,262
5907,O. Rodríguez,León,2917,262
5908,J. Sanabria,Atlético de San Luis,2852,262
5909,A. Oliveros,Necaxa,3350,262
5910,A. Mozo,Guadalajara,2807,262
5911,B. Castillo,León,1699,262
5912,B. García,Toluca,3543,262
5913,L. Reyes,Atlas,3083,262
5914,R. López,Santos Laguna,2075,262
5915,J. Aquino,Tigres UANL,2799,262
5916,Gustavo Ferrareis,Puebla,2658,262
5917,R. Chávez,Atlético de San Luis,3407,262
5918,D. Barbosa,Atlas,1636,262
5919,M. Olivera,Peñarol,3246,262
5920,J. Abella,Atlas,2263,262
5921,C. Orrantía,Toluca,1934,262
5922,I. Govea,Club Tijuana,2552,262
5923,J. Van Rankin,Necaxa,1596,262
5924,A. Mayorga,Guadalajara,961,262
5925,J. Garza,Tigres UANL,1846,262
5926,C. Vargas,Cruz Azul,1032,262
5927,G. Rojas,Racing Club,1801,262
5928,A. Cruz,Atlético de San Luis,1419,262
5929,A. Chalá,Atlas,1151,262
5930,F. Navarro,Toluca,2592,262
5931,M. Layún,América,2150,262
5932,B. Colula,Mazatlán,2137,262
5933,L. Rodríguez,Juárez,1645,262
5934,U. García,Atlético de San Luis,1222,262
5935,B. Garnica,Necaxa,2312,262
5936,C. Guzmán,Querétaro,1361,262
5937,R. Huescas,Cruz Azul,1920,262
5938,I. Moreno,León,2370,262
5939,P. Bennevendo,Pumas UNAM,2280,262
5940,J. Padilla,Mazatlán,1293,262
5941,O. Mendoza,Querétaro,2232,262
5942,J. Perlaza,Querétaro,1005,262
5943,F. Nevarez,Juárez,1129,262
5944,L. Fuentes,América,2659,262
5945,A. Acosta,NA,1025,262
5946,F. Venegas,Mazatlán,1168,262
5947,R. Sandoval,Querétaro,953,262
5948,P. Monroy,Pumas UNAM U20,966,262
5949,R. López,Querétaro,1541,262
5950,J. González,Santos Laguna,1650,262
6072,Vitinha,PSG,2268,61
6073,Fabián Ruiz,PSG,1767,61
6074,M. Gusto,Olympique Lyonnais,1622,61
6075,M. Caqueret,Olympique Lyonnais,2555,61
6076,N. Mukiele,PSG,1218,61
6077,Caio Henrique,Monaco,2790,61
6078,A. Truffert,Rennes,2061,61
6079,B. Bourigeaud,Rennes,2853,61
6080,Vanderson,Monaco,1996,61
6081,T. Weah,Lille,1600,61
6082,H. Traoré,Rennes,2337,61
6083,J. Makengo,Lorient,920,61
6084,R. Aguilar,Monaco,1084,61
6085,N. Tagliafico,Olympique Lyonnais,2808,61
6086,M. Bard,Nice,2368,61
6087,P. Frankowski,Lens,2737,61
6088,Q. Merlin,Nantes,1555,61
6089,I. Jakobs,Monaco,975,61
6090,J. Lotomba,Nice,2237,61
6091,B. Meling,Rennes,1285,61
6092,N. Cozza,Wolfsburg,1389,61
6093,A. Gravillon,Torino,1119,61
6094,A. Flips,Reims,1807,61
6095,I. Kaboré,Olympique Marseille,949,61
6096,F. Guilbert,Strasbourg,1178,61
6097,F. Centonze,Nantes,1610,61
6098,G. Kalulu,Lorient,2295,61
6099,F. Maouassa,Montpellier,1854,61
6100,T. Foket,Reims,1734,61
6101,T. Baldé,Troyes,2015,61
6102,J. Duverne,Brest,2329,61
6103,F. Sacko,Montpellier,2452,61
6104,Y. Larouci,Troyes,1585,61
6105,A. Ramsey,Nice,1674,61
6106,Ismaily,Lille,1761,61
6107,M. Haïdara,Lens,1663,61
6108,B. Locko,Brest,1424,61
6109,M. Camara,Brest,1815,61
6110,E. Tchato,Montpellier,1101,61
6111,S. Doumbia,Angers SCO,1899,61
6112,Abdu Conté,Troyes,1241,61
6113,A. Zedadka,Auxerre,1843,61
6114,M. Desler,Toulouse,2144,61
6115,Y. Valery,Angers SCO,2257,61
6116,A. Bruus,Troyes,1554,61
6117,G. Mensah,Auxerre,2009,61
6118,Neto Borges,Clermont,2647,61
6119,T. Le Bris,Lorient,1377,61
6120,I. Sylla,Montpellier,2664,61
6121,G. Suazo,Toulouse,1078,61
6122,Y. Koné,Ajaccio,977,61
6123,P. Joly,Dijon,922,61
6124,R. Raveloson,Auxerre,2217,61
6125,K. Lala,Brest,1119,61
6126,V. Le Goff,Lorient,3160,61
6127,H. Abdelli,Angers SCO,1898,61
6128,N. Fadiga,Brest,1401,61
6129,Y. M'Changama,Auxerre,1072,61
6130,D. Liénard,Strasbourg,1639,61
6131,T. De Smet,Reims,1758,61
6132,M. Alphonse,Ajaccio,1410,61
6133,R. Nouri,Ajaccio,1596,61
6134,M. Youssouf,Ajaccio,2254,61
6135,S. Kumbedi,Olympique Lyonnais,1113,61
6266,R. James,Chelsea,1386,39
6267,T. Alexander-Arnold,Liverpool,2860,39
6268,João Cancelo,Bayern München,1375,39
6269,B. White,Arsenal,3016,39
6270,A. Robertson,Liverpool,2619,39
6271,Marc Cucurella,Chelsea,1812,39
6272,B. Chilwell,Chelsea,1565,39
6273,Pedro Porro,Tottenham Hotspur,1034,39
6274,L. Shaw,Manchester United,2412,39
6275,Diogo Dalot,Manchester United,2217,39
6276,T. Castagne,Leicester City,3159,39
6277,T. Mitchell,Crystal Palace,2850,39
6278,G. Xhaka,Arsenal,3055,39
6279,J. Justin,Leicester City,1349,39
6280,K. Walker-Peters,Southampton,2511,39
6281,R. Loftus-Cheek,Chelsea,1452,39
6282,Emerson Royal,Tottenham Hotspur,1634,39
6283,Pablo Fornals,West Ham United,1374,39
6284,M. Cash,Aston Villa,1793,39
6285,R. Henry,Brentford,3252,39
6286,V. Mykolenko,Everton,2819,39
6287,Renan Lodi,Nottingham Forest,2073,39
6288,P. Estupiñán,Brighton,2364,39
6289,N. Williams,Nottingham Forest,2083,39
6290,A. Hickey,Brentford,1813,39
6291,Jonny Otto,Wolverhampton Wanderers,1376,39
6292,L. Digne,Aston Villa,1512,39
6293,R. Kristensen,Leeds United,1861,39
6294,Nélson Semedo,Wolverhampton Wanderers,2593,39
6295,H. Reed,Fulham,2786,39
6296,M. Jensen,Brentford,2845,39
6297,N. Patterson,Everton,1194,39
6298,K. Trippier,Newcastle United,3279,39
6299,R. Perraud,Southampton,2016,39
6300,K. Tete,Fulham,2413,39
6301,Emerson Palmieri,West Ham United,1214,39
6302,A. Robinson,Fulham,2990,39
6303,L. Thomas,Leicester City,932,39
6304,V. Coufal,West Ham United,2128,39
6305,A. Maitland-Niles,Southampton,1358,39
6306,César Azpilicueta,Chelsea,1397,39
6307,P. Groß,Brighton,2963,39
6308,S. Aurier,Nottingham Forest,1763,39
6309,J. Zemura,Bournemouth,1592,39
6310,H. Toffolo,Nottingham Forest,984,39
6311,N. Clyne,Crystal Palace,1781,39
6312,A. Cresswell,West Ham United,2258,39
6313,J. Milner,Liverpool,917,39
6314,L. Ayling,Leeds United,1983,39
6315,A. Smith,Bournemouth,3020,39
6316,S. Coleman,Everton,1794,39
6317,A. Young,Aston Villa,2125,39
6318,Hugo Bueno,Wolverhampton Wanderers U21,1345,39
6319,Alejandro Grimaldo,Benfica,3183,94
6320,Nuno Santos,Sporting CP,2452,94
6321,Stephen Eustáquio,Porto,1836,94
6322,Z. Sanusi,Porto,1163,94
6323,A. Bah,Benfica,2027,94
6324,Wendell,Porto,2128,94
6325,Víctor Gómez,Sporting Braga,2268,94
6326,Ricardo Esgaio,Sporting CP,1447,94
6327,Francisco Moura,Famalicão,2347,94
6328,Alexandre Penetra,Famalicão,2760,94
6329,Fabiano Silva,Kasımpaşa,1041,94
6330,Nuno Sequeira,Sporting Braga,2235,94
6331,Miguel Maga,Vitória Guimarães,2169,94
6332,Leonardo Lelo,Casa Pia AC,2529,94
6333,Adrián Marín,Gil Vicente,2851,94
6334,F. Moufi,Portimonense,2883,94
6335,Costinha,Rio Ave,3053,94
6336,Samu,Vizela,2922,94
6337,Zé Carlos,Vitória Guimarães,957,94
6338,Afonso Freitas,Vitória Guimarães,2101,94
6339,B. Onyemaechi,Boavista,2749,94
6340,J. Delgado,Paços de Ferreira,2935,94
6341,Carraça,Gil Vicente,2059,94
6342,Mateus Quaresma,Arouca,2972,94
6343,Pedro Amaral,Al Khaleej,1065,94
6344,João Correia,Chaves,1980,94
6345,A. Ruiz,Arouca,2685,94
6346,Tiago Esgaio,Arouca,2511,94
6347,M. Sylla,Arouca,2510,94
6348,Bruno Langa,Chaves,2721,94
6349,Cláudio Winck,Marítimo,2718,94
6350,Lucas Soares,Casa Pia AC,2369,94
6351,Kiki,Vizela,2442,94
6352,M. Seck,Portimonense,2420,94
6353,Vitor Costa,Marítimo,2666,94
6354,Zé Uilton,Paços de Ferreira,1524,94
6355,B. Milovanov,Arouca,1078,94
6356,Igor Julião,Vizela,1766,94
6357,Tomás Silva,Vizela,1329,94
6358,Salvador Agra,Boavista,1785,94
6359,J. Holsgrove,Paços de Ferreira,1947,94
6360,MT,Santa Clara,1238,94
6361,João Graça,Rio Ave,1257,94
6362,Matheus Pereira,Vizela,923,94
6363,Paulo Henrique,Santa Clara,1563,94
6364,Allano,Santa Clara,1219,94
6365,Tiago Araújo,Estoril,1031,94
6366,Z. Ouattara,Portimonense,1298,94
6367,P. Sagna,Santa Clara,1864,94
6368,Arsénio,Arouca,1150,94
6369,Joãozinho,Estoril,2825,94
6370,Rúben Lima,Famalicão,1303,94
6371,Derick Poloni,Casa Pia AC,1563,94
6372,Antunes,Paços de Ferreira,2917,94
6373,Tiago Santos,Estoril,2641,94
6374,Pedro Malheiro,Boavista,3060,94
6496,N. Barella,Internazionale,2620,135
6497,A. Zambo Anguissa,Napoli,2907,135
6498,D. Dumfries,Internazionale,2166,135
6499,F. Dimarco,Internazionale,2031,135
6500,G. Di Lorenzo,Napoli,3278,135
6501,W. McKennie,Juventus,1120,135
6502,N. Fagioli,Juventus,1569,135
6503,D. Calabria,Milan,1543,135
6504,R. Gosens,Internazionale,1103,135
6505,M. Olivera,Napoli,1504,135
6506,Dodô,Fiorentina,2385,135
6507,N. Zalewski,Roma,2006,135
6508,M. Lazzari,Lazio,1743,135
6509,N. Domínguez,Bologna,2131,135
6510,W. Singo,Torino,1847,135
6511,J. Maehle,Atalanta,2087,135
6512,Z. Çelik,Roma,1513,135
6513,F. Parisi,Empoli,2776,135
6514,J. Doig,Hellas Verona,1470,135
6515,Mário Rui,Napoli,1769,135
6516,S. Bastoni,Spezia,1254,135
6517,A. Cambiaso,Bologna,1881,135
6518,V. Lazaro,Torino,1436,135
6519,C. Biraghi,Fiorentina,2652,135
6520,H. Hateboer,Atalanta,1484,135
6521,Rogério,Sassuolo,2768,135
6522,D. Bradarić,Salernitana,2226,135
6523,A. Zanoli,Sampdoria,1217,135
6524,G. Kyriakopoulos,Bologna,1595,135
6525,J. Cuadrado,Juventus,1951,135
6526,M. Vojvoda,Torino,1606,135
6527,M. De Sciglio,Juventus,1124,135
6528,J. Toljan,Sassuolo,2521,135
6529,E. Hysaj,Lazio,1840,135
6530,V. Gendrey,Lecce,2896,135
6531,K. Amian,Spezia,2288,135
6532,D. Faraoni,Hellas Verona,1280,135
6533,E. Valeri,Cremonese,2685,135
6534,P. Ciurria,Monza,2573,135
6535,A. Reca,Spezia,1966,135
6536,F. Depaoli,Hellas Verona,2194,135
6537,G. Pezzella,Lecce,975,135
6538,P. Stojanović,Empoli,1560,135
6539,N. Haas,Empoli,1154,135
6540,T. Augello,Sampdoria,2846,135
6541,K. Ehizibue,Udinese,1669,135
6542,S. Birindelli,Monza,1391,135
6543,M. Ruggeri,Atalanta,912,135
6544,T. Ebuehi,Empoli,1712,135
6545,A. Gallo,Lecce,2239,135
6546,B. Bereszyński,Napoli,1303,135
6547,L. Sernicola,Cremonese,2289,135
6548,A. Candreva,Salernitana,2618,135
6549,C. Lykogiannis,Bologna,1177,135
6550,M. Benassi,Cremonese,1111,135
6551,Miguel Veloso,Hellas Verona,1134,135
6622,C. Nkunku,RB Leipzig,1732,78
6623,R. Kolo Muani,Eintracht Frankfurt,2526,78
6624,S. Mané,Bayern München,1489,78
6625,M. Thuram,Borussia M'gladbach,2515,78
6626,P. Schick,Bayer Leverkusen,1019,78
6627,Y. Moukoko,Borussia Dortmund,1167,78
6628,S. Haller,Borussia Dortmund,1021,78
6629,André Silva,RB Leipzig,1766,78
6630,R. Borré,Eintracht Frankfurt,1160,78
6631,A. Hložek,Bayer Leverkusen,1340,78
6632,L. Nmecha,Wolfsburg,972,78
6633,J. Wind,Wolfsburg,1152,78
6634,E. Demirović,Augsburg,2248,78
6635,M. Berisha,Augsburg,1696,78
6636,N. Füllkrug,Werder Bremen,2479,78
6637,S. Guirassy,Stuttgart,1477,78
6638,L. Ajorque,Mainz 05,1189,78
6639,J. Siebatcheu,Union Berlin,1398,78
6640,M. Reus,Borussia Dortmund,1354,78
6641,M. Gregoritsch,Freiburg,2180,78
6642,I. Bebou,Hoffenheim,1224,78
6643,M. Ducksch,Werder Bremen,2775,78
6644,D. Beljo,Augsburg,990,78
6645,E. Choupo-Moting,Bayern München,1148,78
6646,Omar Marmoush,Wolfsburg,1519,78
6647,L. Höler,Freiburg,1306,78
6648,M. Ingvartsen,Mainz 05,1254,78
6649,T. Asano,Bochum,1564,78
6650,M. Dabbur,Hoffenheim,926,78
6651,S. Tigges,Köln,1560,78
6652,K. Onisiwo,Mainz 05,2427,78
6653,W. Kanga,Hertha BSC,1513,78
6654,P. Hofmann,Bochum,2520,78
6655,F. Niederlechner,Hertha BSC,1671,78
6656,D. Selke,Köln,1126,78
6657,K. Behrens,Union Berlin,1401,78
6658,S. Zoller,Bochum,1508,78
6659,S. Terodde,Schalke 04,1907,78
6733,B. Brobbey,Ajax,1583,88
6734,D. Klaassen,Ajax,2125,88
6735,V. Pavlidis,AZ,1743,88
6736,S. Giménez,Feyenoord,1809,88
6737,R. Pepi,Groningen,2423,88
6738,G. Til,PSV,1715,88
6739,A. Douvikas,Utrecht,2070,88
6740,J. Odgaard,AZ,2186,88
6741,Danilo,Feyenoord,1392,88
6742,L. de Jong,PSV,1610,88
6743,S. van Hooijdonk,Heerenveen,2489,88
6744,B. Białek,Vitesse,1402,88
6745,L. Dimata,NEC,2215,88
6746,T. Lauritsen,Sparta Rotterdam,2875,88
6747,B. Dost,Utrecht,1504,88
6748,Julen Lobete,RKC Waalwijk,1255,88
6749,P. van Amersfoort,Heerenveen,1209,88
6750,S. van de Streek,Utrecht,2132,88
6751,B. Yılmaz,Fortuna Sittard,2434,88
6752,S. Steijn,Twente,1239,88
6753,R. van Wolfswinkel,Twente,2669,88
6754,I. Lidberg,Go Ahead Eagles,2699,88
6755,R. Uldriķis,Cambuur,1211,88
6756,R. Mühren,Volendam,1795,88
6757,B. Johnsen,Cambuur,911,88
6758,H. Veerman,Volendam,1355,88
6759,F. Stokkers,Go Ahead Eagles,1305,88
6760,P. Gladon,Fortuna Sittard,1251,88
6761,R. Kharchouch,Excelsior,1244,88
6762,R. Živković,Emmen,2294,88
6763,M. Kramer,RKC Waalwijk,1892,88
6764,M. van Duinen,Excelsior,1011,88
6834,D. Lajud,Atlante,3293,263
6835,J. Zúñiga,Querétaro,1542,263
6836,R. Marín,Guadalajara,4020,263
6837,M. Pérez,Venados,1687,263
6838,A. González,Alebrijes de Oaxaca,2993,263
6839,J. Maleck,Correcaminos UAT,1164,263
6840,J. González,Tapatío,1939,263
6841,L. Razo,Mineros de Zacatecas,2524,263
6842,B. Mendoza,Atlético Morelia,2728,263
6843,Á. Robles,Puebla,1362,263
6844,O. Villa,Real España,1770,263
6845,A. Escoto,Celaya,1440,263
6846,D. Jiménez,Cimarrones de Sonora,3069,263
6847,A. Sayago,Independiente Res.,2125,263
6848,J. Salas,CA La Paz,1052,263
6849,J. López,Durango,1692,263
6850,S. Martinez,Tapatío,1706,263
6851,A. Ávila,Monterrey U23,1765,263
6852,R. Durán,Atlante,1374,263
6853,E. Herrera,Universitario,1015,263
6854,D. Delgadillo,Santa Lucía,988,263
6855,M. Zúñiga,Correcaminos UAT,937,263
6856,U. Jaimes,CA La Paz,1705,263
6857,D. López,Atlante,1230,263
6858,J. Machado,Atlante,2086,263
